#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_003558235.1	PRJNA434545	SAMN08574525	PWMI00000000.1	na	2026736	2026736	Candidatus Diapherotrites archaeon		CSSed10_269	latest	Contig	Major	Full	2018/09/13	ASM355823v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/558/235/GCA_003558235.1_ASM355823v1	derived from metagenome	
GCA_003559395.1	PRJNA434545	SAMN08574502	PWLL00000000.1	na	2026736	2026736	Candidatus Diapherotrites archaeon		CSSed10_239	latest	Contig	Major	Full	2018/09/13	ASM355939v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/559/395/GCA_003559395.1_ASM355939v1	derived from metagenome	
GCA_003661665.1	PRJNA362212	SAMN09214847	QMWO00000000.1	na	2026736	2026736	Candidatus Diapherotrites archaeon		B9_G13	latest	Contig	Major	Full	2018/10/15	ASM366166v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/661/665/GCA_003661665.1_ASM366166v1	derived from metagenome ; low contig N50	
GCA_003661685.1	PRJNA362212	SAMN09215011	QMWP00000000.1	na	2026736	2026736	Candidatus Diapherotrites archaeon		B51_G17	latest	Contig	Major	Full	2018/10/15	ASM366168v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/661/685/GCA_003661685.1_ASM366168v1	derived from metagenome ; low contig N50	
GCA_002317815.1	PRJNA391950	SAMN07568996	NVQX00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NORP182	latest	Contig	Major	Full	2017/09/20	ASM231781v1	University of Southern California	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/317/815/GCA_002317815.1_ASM231781v1	derived from metagenome	
GCA_002683155.1	PRJNA391943	SAMN07618720	NYST00000000.1	na	2026739	2026739	Euryarchaeota archaeon		CPC89	latest	Contig	Major	Full	2017/10/24	ASM268315v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/683/155/GCA_002683155.1_ASM268315v1	derived from metagenome	
GCA_002685215.1	PRJNA391943	SAMN07618719	NYWT00000000.1	na	2026739	2026739	Euryarchaeota archaeon		CPC1446	latest	Contig	Major	Full	2017/10/24	ASM268521v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/685/215/GCA_002685215.1_ASM268521v1	derived from metagenome	
GCA_002685315.1	PRJNA391943	SAMN07618718	NYXJ00000000.1	na	2026739	2026739	Euryarchaeota archaeon		CPC10	latest	Contig	Major	Full	2017/10/24	ASM268531v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/685/315/GCA_002685315.1_ASM268531v1	derived from metagenome	
GCA_002685415.1	PRJNA391943	SAMN07618716	NYXO00000000.1	na	2026739	2026739	Euryarchaeota archaeon		ARS96	latest	Contig	Major	Full	2017/10/24	ASM268541v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/685/415/GCA_002685415.1_ASM268541v1	derived from metagenome	
GCA_002685635.1	PRJNA391943	SAMN07618717	NYXL00000000.1	na	2026739	2026739	Euryarchaeota archaeon		ARS99	latest	Contig	Major	Full	2017/10/24	ASM268563v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/685/635/GCA_002685635.1_ASM268563v1	derived from metagenome	
GCA_002685735.1	PRJNA391943	SAMN07618715	NYXY00000000.1	na	2026739	2026739	Euryarchaeota archaeon		ARS91	latest	Contig	Major	Full	2017/10/24	ASM268573v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/685/735/GCA_002685735.1_ASM268573v1	derived from metagenome	
GCA_002685895.1	PRJNA391943	SAMN07618714	NYYK00000000.1	na	2026739	2026739	Euryarchaeota archaeon		ARS80	latest	Contig	Major	Full	2017/10/24	ASM268589v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/685/895/GCA_002685895.1_ASM268589v1	derived from metagenome	
GCA_002686035.1	PRJNA391943	SAMN07618711	NYZK00000000.1	na	2026739	2026739	Euryarchaeota archaeon		ARS58	latest	Contig	Major	Full	2017/10/24	ASM268603v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/686/035/GCA_002686035.1_ASM268603v1	derived from metagenome	
GCA_002686525.1	PRJNA391943	SAMN07618707	NZDA00000000.1	na	2026739	2026739	Euryarchaeota archaeon		ARS1134	latest	Contig	Major	Full	2017/10/24	ASM268652v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/686/525/GCA_002686525.1_ASM268652v1	derived from metagenome	
GCA_002686775.1	PRJNA391943	SAMN07618713	NYYN00000000.1	na	2026739	2026739	Euryarchaeota archaeon		ARS78	latest	Contig	Major	Full	2017/10/24	ASM268677v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/686/775/GCA_002686775.1_ASM268677v1	derived from metagenome	
GCA_002687075.1	PRJNA391943	SAMN07618712	NYZH00000000.1	na	2026739	2026739	Euryarchaeota archaeon		ARS60	latest	Contig	Major	Full	2017/10/24	ASM268707v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/687/075/GCA_002687075.1_ASM268707v1	derived from metagenome	
GCA_002687305.1	PRJNA391943	SAMN07618710	NYZV00000000.1	na	2026739	2026739	Euryarchaeota archaeon		ARS47	latest	Contig	Major	Full	2017/10/24	ASM268730v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/687/305/GCA_002687305.1_ASM268730v1	derived from metagenome	
GCA_002687355.1	PRJNA391943	SAMN07618709	NYZZ00000000.1	na	2026739	2026739	Euryarchaeota archaeon		ARS43	latest	Contig	Major	Full	2017/10/24	ASM268735v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/687/355/GCA_002687355.1_ASM268735v1	derived from metagenome	
GCA_002687935.1	PRJNA391943	SAMN07618708	NZBN00000000.1	na	2026739	2026739	Euryarchaeota archaeon		ARS1358	latest	Contig	Major	Full	2017/10/24	ASM268793v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/687/935/GCA_002687935.1_ASM268793v1	derived from metagenome	
GCA_002688825.1	PRJNA391943	SAMN07618706	NZDI00000000.1	na	2026739	2026739	Euryarchaeota archaeon		ARS105	latest	Contig	Major	Full	2017/10/24	ASM268882v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/688/825/GCA_002688825.1_ASM268882v1	derived from metagenome	
GCA_002688905.1	PRJNA391943	SAMN07618705	NZDY00000000.1	na	2026739	2026739	Euryarchaeota archaeon		ARS1025	latest	Contig	Major	Full	2017/10/24	ASM268890v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/688/905/GCA_002688905.1_ASM268890v1	derived from metagenome	
GCA_002689085.1	PRJNA391943	SAMN07618704	NZEO00000000.1	na	2026739	2026739	Euryarchaeota archaeon		ARS1005	latest	Contig	Major	Full	2017/10/24	ASM268908v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/689/085/GCA_002689085.1_ASM268908v1	derived from metagenome	
GCA_002689165.1	PRJNA391943	SAMN07618756	NZEY00000000.1	na	2026739	2026739	Euryarchaeota archaeon		MED743	latest	Contig	Major	Full	2017/10/24	ASM268916v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/689/165/GCA_002689165.1_ASM268916v1	derived from metagenome	
GCA_002689345.1	PRJNA391943	SAMN07618755	NZFU00000000.1	na	2026739	2026739	Euryarchaeota archaeon		MED707	latest	Contig	Major	Full	2017/10/24	ASM268934v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/689/345/GCA_002689345.1_ASM268934v1	derived from metagenome	
GCA_002689565.1	PRJNA391943	SAMN07618751	NZGQ00000000.1	na	2026739	2026739	Euryarchaeota archaeon		MED678	latest	Contig	Major	Full	2017/10/24	ASM268956v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/689/565/GCA_002689565.1_ASM268956v1	derived from metagenome	
GCA_002689805.1	PRJNA391943	SAMN07618750	NZIB00000000.1	na	2026739	2026739	Euryarchaeota archaeon		MED625	latest	Contig	Major	Full	2017/10/24	ASM268980v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/689/805/GCA_002689805.1_ASM268980v1	derived from metagenome	
GCA_002690785.1	PRJNA391943	SAMN07618754	NZFV00000000.1	na	2026739	2026739	Euryarchaeota archaeon		MED705	latest	Contig	Major	Full	2017/10/24	ASM269078v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/690/785/GCA_002690785.1_ASM269078v1	derived from metagenome	
GCA_002690815.1	PRJNA391943	SAMN07618753	NZGA00000000.1	na	2026739	2026739	Euryarchaeota archaeon		MED700	latest	Contig	Major	Full	2017/10/24	ASM269081v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/690/815/GCA_002690815.1_ASM269081v1	derived from metagenome	
GCA_002690835.1	PRJNA391943	SAMN07618752	NZGB00000000.1	na	2026739	2026739	Euryarchaeota archaeon		MED699	latest	Contig	Major	Full	2017/10/24	ASM269083v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/690/835/GCA_002690835.1_ASM269083v1	derived from metagenome	
GCA_002692145.1	PRJNA391943	SAMN07618749	NZJG00000000.1	na	2026739	2026739	Euryarchaeota archaeon		MED211	latest	Contig	Major	Full	2017/10/24	ASM269214v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/692/145/GCA_002692145.1_ASM269214v1	derived from metagenome	
GCA_002692365.2	PRJNA391943	SAMN07618748	NZJY00000000.2	na	2026739	2026739	Euryarchaeota archaeon		MED1093	latest	Contig	Major	Full	2018/06/20	ASM269236v2	University of Southern California	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/692/365/GCA_002692365.2_ASM269236v2	derived from metagenome	
GCA_002692465.1	PRJNA391943	SAMN07618747	NZKH00000000.1	na	2026739	2026739	Euryarchaeota archaeon		IN961	latest	Contig	Major	Full	2017/10/24	ASM269246v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/692/465/GCA_002692465.1_ASM269246v1	derived from metagenome	
GCA_002692555.1	PRJNA391943	SAMN07618746	NZKI00000000.1	na	2026739	2026739	Euryarchaeota archaeon		IN930	latest	Contig	Major	Full	2017/10/24	ASM269255v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/692/555/GCA_002692555.1_ASM269255v1	derived from metagenome	
GCA_002692625.1	PRJNA391943	SAMN07618743	NZLA00000000.1	na	2026739	2026739	Euryarchaeota archaeon		IN46	latest	Contig	Major	Full	2017/10/24	ASM269262v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/692/625/GCA_002692625.1_ASM269262v1	derived from metagenome	
GCA_002692695.1	PRJNA391943	SAMN07618739	NZLO00000000.1	na	2026739	2026739	Euryarchaeota archaeon		IN33	latest	Contig	Major	Full	2017/10/24	ASM269269v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/692/695/GCA_002692695.1_ASM269269v1	derived from metagenome	
GCA_002692765.1	PRJNA391943	SAMN07618740	NZLN00000000.1	na	2026739	2026739	Euryarchaeota archaeon		IN34	latest	Contig	Major	Full	2017/10/24	ASM269276v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/692/765/GCA_002692765.1_ASM269276v1	derived from metagenome	
GCA_002692775.1	PRJNA391943	SAMN07618742	NZLK00000000.1	na	2026739	2026739	Euryarchaeota archaeon		IN37	latest	Contig	Major	Full	2017/10/24	ASM269277v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/692/775/GCA_002692775.1_ASM269277v1	derived from metagenome	
GCA_002693225.1	PRJNA391943	SAMN07618731	NZOX00000000.1	na	2026739	2026739	Euryarchaeota archaeon		EAC675	latest	Contig	Major	Full	2017/10/24	ASM269322v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/693/225/GCA_002693225.1_ASM269322v1	derived from metagenome	
GCA_002693485.1	PRJNA391943	SAMN07618734	NZNI00000000.1	na	2026739	2026739	Euryarchaeota archaeon		EAC89	latest	Contig	Major	Full	2017/10/24	ASM269348v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/693/485/GCA_002693485.1_ASM269348v1	derived from metagenome	
GCA_002693705.1	PRJNA391943	SAMN07618729	NZRH00000000.1	na	2026739	2026739	Euryarchaeota archaeon		EAC40	latest	Contig	Major	Full	2017/10/24	ASM269370v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/693/705/GCA_002693705.1_ASM269370v1	derived from metagenome	
GCA_002693905.2	PRJNA391943	SAMN07618745	NZKQ00000000.2	na	2026739	2026739	Euryarchaeota archaeon		IN918	latest	Contig	Major	Full	2018/06/20	ASM269390v2	University of Southern California	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/693/905/GCA_002693905.2_ASM269390v2	derived from metagenome	
GCA_002693925.2	PRJNA391943	SAMN07618744	NZKR00000000.2	na	2026739	2026739	Euryarchaeota archaeon		IN913	latest	Contig	Major	Full	2018/06/20	ASM269392v2	University of Southern California	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/693/925/GCA_002693925.2_ASM269392v2	derived from metagenome	
GCA_002694235.1	PRJNA391943	SAMN07618738	NZLQ00000000.1	na	2026739	2026739	Euryarchaeota archaeon		IN31	latest	Contig	Major	Full	2017/10/24	ASM269423v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/694/235/GCA_002694235.1_ASM269423v1	derived from metagenome	
GCA_002694245.1	PRJNA391943	SAMN07618741	NZLM00000000.1	na	2026739	2026739	Euryarchaeota archaeon		IN35	latest	Contig	Major	Full	2017/10/24	ASM269424v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/694/245/GCA_002694245.1_ASM269424v1	derived from metagenome	
GCA_002694255.1	PRJNA391943	SAMN07618737	NZLR00000000.1	na	2026739	2026739	Euryarchaeota archaeon		IN30	latest	Contig	Major	Full	2017/10/24	ASM269425v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/694/255/GCA_002694255.1_ASM269425v1	derived from metagenome	
GCA_002694525.1	PRJNA391943	SAMN07618735	NZMN00000000.1	na	2026739	2026739	Euryarchaeota archaeon		IN1219	latest	Contig	Major	Full	2017/10/24	ASM269452v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/694/525/GCA_002694525.1_ASM269452v1	derived from metagenome	
GCA_002694585.1	PRJNA391943	SAMN07618736	NZMM00000000.1	na	2026739	2026739	Euryarchaeota archaeon		IN1222	latest	Contig	Major	Full	2017/10/24	ASM269458v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/694/585/GCA_002694585.1_ASM269458v1	derived from metagenome	
GCA_002695105.1	PRJNA391943	SAMN07618733	NZNZ00000000.1	na	2026739	2026739	Euryarchaeota archaeon		EAC720	latest	Contig	Major	Full	2017/10/24	ASM269510v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/695/105/GCA_002695105.1_ASM269510v1	derived from metagenome	
GCA_002695145.1	PRJNA391943	SAMN07618732	NZOE00000000.1	na	2026739	2026739	Euryarchaeota archaeon		EAC710	latest	Contig	Major	Full	2017/10/24	ASM269514v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/695/145/GCA_002695145.1_ASM269514v1	derived from metagenome	
GCA_002695525.1	PRJNA391943	SAMN07618730	NZPF00000000.1	na	2026739	2026739	Euryarchaeota archaeon		EAC660	latest	Contig	Major	Full	2017/10/24	ASM269552v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/695/525/GCA_002695525.1_ASM269552v1	derived from metagenome	
GCA_002696315.1	PRJNA391943	SAMN07618728	NZRR00000000.1	na	2026739	2026739	Euryarchaeota archaeon		EAC30	latest	Contig	Major	Full	2017/10/24	ASM269631v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/696/315/GCA_002696315.1_ASM269631v1	derived from metagenome	
GCA_002696505.1	PRJNA391943	SAMN07618723	NZTR00000000.1	na	2026739	2026739	Euryarchaeota archaeon		EAC107	latest	Contig	Major	Full	2017/10/24	ASM269650v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/696/505/GCA_002696505.1_ASM269650v1	derived from metagenome	
GCA_002696565.1	PRJNA391943	SAMN07618727	NZRY00000000.1	na	2026739	2026739	Euryarchaeota archaeon		EAC22	latest	Contig	Major	Full	2017/10/24	ASM269656v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/696/565/GCA_002696565.1_ASM269656v1	derived from metagenome	
GCA_002696615.1	PRJNA391943	SAMN07618721	NZTY00000000.1	na	2026739	2026739	Euryarchaeota archaeon		EAC100	latest	Contig	Major	Full	2017/10/24	ASM269661v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/696/615/GCA_002696615.1_ASM269661v1	derived from metagenome	
GCA_002696845.1	PRJNA391943	SAMN07618726	NZSV00000000.1	na	2026739	2026739	Euryarchaeota archaeon		EAC1768	latest	Contig	Major	Full	2017/10/24	ASM269684v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/696/845/GCA_002696845.1_ASM269684v1	derived from metagenome	
GCA_002697065.1	PRJNA391943	SAMN07618724	NZTJ00000000.1	na	2026739	2026739	Euryarchaeota archaeon		EAC115	latest	Contig	Major	Full	2017/10/24	ASM269706v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/697/065/GCA_002697065.1_ASM269706v1	derived from metagenome	
GCA_002697105.1	PRJNA391943	SAMN07618722	NZTS00000000.1	na	2026739	2026739	Euryarchaeota archaeon		EAC106	latest	Contig	Major	Full	2017/10/24	ASM269710v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/697/105/GCA_002697105.1_ASM269710v1	derived from metagenome	
GCA_002697175.1	PRJNA391943	SAMN07618795	NZUM00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NAT86	latest	Contig	Major	Full	2017/10/24	ASM269717v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/697/175/GCA_002697175.1_ASM269717v1	derived from metagenome	
GCA_002697305.1	PRJNA391943	SAMN07618794	NZUU00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NAT78	latest	Contig	Major	Full	2017/10/24	ASM269730v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/697/305/GCA_002697305.1_ASM269730v1	derived from metagenome	
GCA_002697685.1	PRJNA391943	SAMN07618787	NZXO00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NAT35	latest	Contig	Major	Full	2017/10/24	ASM269768v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/697/685/GCA_002697685.1_ASM269768v1	derived from metagenome	
GCA_002697705.1	PRJNA391943	SAMN07618789	NZXL00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NAT37	latest	Contig	Major	Full	2017/10/24	ASM269770v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/697/705/GCA_002697705.1_ASM269770v1	derived from metagenome	
GCA_002697845.1	PRJNA391943	SAMN07618784	NZYD00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NAT281	latest	Contig	Major	Full	2017/10/24	ASM269784v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/697/845/GCA_002697845.1_ASM269784v1	derived from metagenome	
GCA_002698105.1	PRJNA391943	SAMN07618779	NZZD00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NAT256	latest	Contig	Major	Full	2017/10/24	ASM269810v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/698/105/GCA_002698105.1_ASM269810v1	derived from metagenome	
GCA_002698145.1	PRJNA391943	SAMN07618793	NZVG00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NAT68	latest	Contig	Major	Full	2017/10/24	ASM269814v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/698/145/GCA_002698145.1_ASM269814v1	derived from metagenome	
GCA_002698225.1	PRJNA391943	SAMN07618791	NZWD00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NAT54	latest	Contig	Major	Full	2017/10/24	ASM269822v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/698/225/GCA_002698225.1_ASM269822v1	derived from metagenome	
GCA_002698285.1	PRJNA391943	SAMN07618792	NZVY00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NAT57	latest	Contig	Major	Full	2017/10/24	ASM269828v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/698/285/GCA_002698285.1_ASM269828v1	derived from metagenome	
GCA_002698405.1	PRJNA391943	SAMN07618790	NZWN00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NAT50	latest	Contig	Major	Full	2017/10/24	ASM269840v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/698/405/GCA_002698405.1_ASM269840v1	derived from metagenome	
GCA_002698465.1	PRJNA391943	SAMN07618786	NZXS00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NAT302	latest	Contig	Major	Full	2017/10/24	ASM269846v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/698/465/GCA_002698465.1_ASM269846v1	derived from metagenome	
GCA_002698545.1	PRJNA391943	SAMN07618781	NZYT00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NAT266	latest	Contig	Major	Full	2017/10/24	ASM269854v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/698/545/GCA_002698545.1_ASM269854v1	derived from metagenome	
GCA_002698565.1	PRJNA391943	SAMN07618783	NZYG00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NAT279	latest	Contig	Major	Full	2017/10/24	ASM269856v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/698/565/GCA_002698565.1_ASM269856v1	derived from metagenome	
GCA_002698725.1	PRJNA391943	SAMN07618778	NZZW00000000.1	na	2026739	2026739	Euryarchaeota archaeon		NAT238	latest	Contig	Major	Full	2017/10/24	ASM269872v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/698/725/GCA_002698725.1_ASM269872v1	derived from metagenome	
